,play_maker,player_team,Week,Zone,Yards,Long,rush_attempts,rush_touchdown,Rec_Yards,pass_touchdown,Rec,Tgt
2838,S.Barkley,NYG,17,Other,91,68,16,1.0,50.0,0.0,6.0,6.0
2839,S.Barkley,NYG,17,Red Zone,1,1,1,0.0,0.0,0.0,0.0,2.0
2840,S.Darnold,NYJ,1,Other,0,0,1,0.0,,,,
2841,S.Darnold,NYJ,6,Red Zone,5,3,2,0.0,,,,
2842,S.Darnold,NYJ,7,Other,0,0,1,0.0,,,,
2843,S.Darnold,NYJ,9,Other,1,1,2,0.0,,,,
2844,S.Darnold,NYJ,10,Inside the 5,2,2,1,1.0,,,,
2845,S.Darnold,NYJ,10,Other,24,24,1,0.0,,,,
2846,S.Darnold,NYJ,12,Inside the 5,4,4,1,1.0,,,,
2847,S.Darnold,NYJ,12,Other,5,5,1,0.0,,,,
2848,S.Darnold,NYJ,12,Red Zone,8,8,1,0.0,,,,
2849,S.Darnold,NYJ,13,Other,9,7,2,0.0,,,,
2850,S.Darnold,NYJ,14,Other,4,4,2,0.0,,,,
2851,S.Darnold,NYJ,15,Other,11,11,1,0.0,,,,
2852,S.Darnold,NYJ,16,Other,4,4,3,0.0,,,,
2853,S.Darnold,NYJ,17,Red Zone,0,0,1,0.0,,,,
2854,S.Diggs,MIN,6,Other,18,10,2,0.0,312.0,4.0,10.0,20.0
2855,S.Diggs,MIN,9,Other,12,12,1,0.0,8.0,0.0,2.0,8.0
2856,S.Diggs,MIN,13,Other,27,27,1,0.0,50.0,0.0,8.0,18.0
2857,S.Diggs,MIN,15,Other,4,4,1,0.0,152.0,0.0,8.0,12.0
2858,S.Mannion,MIN,17,Red Zone,0,0,1,0.0,,,,
2859,S.Michel,NE,1,Other,12,5,13,0.0,,,,
2860,S.Michel,NE,1,Red Zone,2,1,2,0.0,,,,
2861,S.Michel,NE,2,Inside the 5,4,3,2,1.0,,,,
2862,S.Michel,NE,2,Other,68,12,15,0.0,,,,
2863,S.Michel,NE,2,Red Zone,11,4,4,0.0,,,,
2864,S.Michel,NE,3,Inside the 5,7,5,2,1.0,0.0,0.0,0.0,2.0
2865,S.Michel,NE,3,Other,4,4,7,0.0,,,,
2866,S.Michel,NE,4,Inside the 5,1,1,1,0.0,,,,
2867,S.Michel,NE,4,Other,56,15,14,0.0,,,,
2868,S.Michel,NE,4,Red Zone,6,5,2,0.0,,,,
2869,S.Michel,NE,5,Other,68,25,12,0.0,64.0,0.0,6.0,6.0
2870,S.Michel,NE,5,Red Zone,23,14,4,1.0,,,,
2871,S.Michel,NE,6,Other,86,26,20,0.0,54.0,0.0,4.0,6.0
2872,S.Michel,NE,6,Red Zone,0,0,2,0.0,,,,
2873,S.Michel,NE,7,Inside the 5,3,3,6,3.0,,,,
2874,S.Michel,NE,7,Other,39,11,13,0.0,-16.0,0.0,2.0,2.0
2875,S.Michel,NE,8,Inside the 5,0,0,1,0.0,,,,
2876,S.Michel,NE,8,Other,68,16,16,0.0,,,,
2877,S.Michel,NE,8,Red Zone,6,2,4,0.0,,,,
2878,S.Michel,NE,9,Other,18,10,4,0.0,24.0,0.0,0.0,4.0
2879,S.Michel,NE,11,Other,33,12,10,0.0,24.0,0.0,2.0,4.0
2880,S.Michel,NE,12,Other,78,17,15,0.0,,,,
2881,S.Michel,NE,12,Red Zone,7,12,5,0.0,,,,
2882,S.Michel,NE,13,Other,43,17,9,0.0,,,,
2883,S.Michel,NE,13,Red Zone,2,2,1,0.0,,,,
2884,S.Michel,NE,14,Other,8,3,5,0.0,2.0,0.0,2.0,2.0
2885,S.Michel,NE,15,Other,89,12,19,0.0,28.0,0.0,2.0,2.0
2886,S.Michel,NE,16,Inside the 5,0,0,1,0.0,,,,
2887,S.Michel,NE,16,Other,95,25,17,0.0,10.0,0.0,2.0,4.0
2888,S.Michel,NE,16,Red Zone,1,6,3,0.0,,,,
2889,S.Michel,NE,17,Inside the 5,4,4,1,1.0,,,,
2890,S.Michel,NE,17,Other,66,9,14,0.0,,,,
2891,S.Michel,NE,17,Red Zone,4,2,3,0.0,,,,
2892,S.Miller,TB,5,Other,18,18,1,0.0,0.0,0.0,0.0,4.0
2893,S.Miller,TB,12,Other,-2,-2,1,0.0,,,,
2894,S.Perine,MIA,17,Other,16,9,5,0.0,,,,
2895,S.Perry,BUF,17,Other,4,6,2,0.0,,,,
2896,S.Perry,BUF,17,Red Zone,-1,-1,1,0.0,2.0,0.0,2.0,2.0
2897,S.Shepard,NYG,3,Other,21,19,2,0.0,186.0,0.0,12.0,16.0
2898,S.Shepard,NYG,4,Other,23,23,1,0.0,126.0,0.0,12.0,16.0
2899,S.Shepard,NYG,5,Red Zone,-2,-2,1,0.0,0.0,0.0,0.0,2.0
2900,S.Shepard,NYG,12,Other,22,22,1,0.0,36.0,0.0,8.0,16.0
2901,S.Shepard,NYG,14,Other,8,8,1,0.0,42.0,0.0,6.0,10.0
2902,S.Sims,WAS,2,Other,12,8,2,0.0,6.0,0.0,2.0,2.0
2903,S.Sims,WAS,2,Red Zone,4,4,1,0.0,,,,
2904,S.Sims,WAS,5,Other,65,65,1,1.0,2.0,0.0,2.0,6.0
2905,S.Sims,WAS,6,Other,1,1,1,0.0,,,,
2906,S.Sims,WAS,7,Other,0,0,1,0.0,16.0,0.0,4.0,4.0
2907,S.Sims,WAS,16,Other,9,14,2,0.0,94.0,0.0,8.0,14.0
2908,S.Sims,WAS,17,Other,-6,-6,1,0.0,132.0,0.0,4.0,10.0
2909,S.Ware,KC,14,Other,11,6,5,0.0,-18.0,0.0,0.0,2.0
2910,S.Ware,KC,15,Other,25,5,6,0.0,12.0,0.0,2.0,2.0
2911,S.Ware,KC,15,Red Zone,1,1,1,0.0,6.0,0.0,2.0,2.0
2912,S.Ware,KC,16,Other,9,5,4,0.0,44.0,0.0,4.0,6.0
2913,S.Ware,KC,16,Red Zone,5,5,1,0.0,,,,
2914,S.Watkins,KC,10,Other,12,11,2,0.0,78.0,0.0,10.0,18.0
2915,T.Austin,DAL,4,Other,3,3,1,0.0,10.0,0.0,2.0,2.0
2916,T.Austin,DAL,5,Other,14,14,1,0.0,26.0,0.0,2.0,2.0
2917,T.Austin,DAL,7,Red Zone,20,20,1,1.0,,,,
2918,T.Austin,DAL,10,Other,7,7,1,0.0,,,,
2919,T.Austin,DAL,15,Other,1,1,1,0.0,118.0,2.0,2.0,2.0
2920,T.Austin,DAL,15,Red Zone,2,2,1,0.0,,,,
2921,T.Boyd,CIN,1,Other,3,3,1,0.0,120.0,0.0,14.0,24.0
2922,T.Boyd,CIN,8,Other,3,3,1,0.0,130.0,0.0,12.0,16.0
2923,T.Boyd,CIN,11,Other,10,10,1,0.0,0.0,0.0,2.0,6.0
2924,T.Boyd,CIN,14,Other,7,7,1,0.0,118.0,0.0,8.0,10.0
2925,T.Brady,NE,2,Inside the 5,1,1,1,1.0,,,,
2926,T.Brady,NE,6,Inside the 5,4,2,4,2.0,,,,
2927,T.Brady,NE,6,Other,2,2,1,0.0,,,,
2928,T.Brady,NE,13,Other,13,13,1,0.0,,,,
2929,T.Brady,NE,14,Other,20,17,2,0.0,,,,
2930,T.Brady,NE,16,Inside the 5,6,3,2,0.0,,,,
2931,T.Bridgewater,NO,2,Other,5,4,2,0.0,,,,
2932,T.Bridgewater,NO,3,Inside the 5,0,0,2,0.0,,,,
2933,T.Bridgewater,NO,3,Other,12,11,2,0.0,,,,
2934,T.Bridgewater,NO,4,Red Zone,8,5,3,0.0,,,,
2935,T.Bridgewater,NO,5,Other,8,5,4,0.0,,,,
2936,T.Bridgewater,NO,6,Red Zone,2,2,1,0.0,,,,
2937,T.Bridgewater,NO,7,Other,9,6,2,0.0,,,,
2938,T.Brooks-James,PIT,9,Other,0,0,1,0.0,,,,
2939,T.Brooks-James,PIT,10,Other,9,8,5,0.0,,,,
2940,T.Brooks-James,PIT,10,Red Zone,2,2,1,0.0,,,,
2941,T.Brooks-James,PIT,11,Other,-4,-4,1,0.0,,,,
2942,T.Carson,DET,8,Other,32,12,11,0.0,,,,
2943,T.Carson,DET,8,Red Zone,2,2,1,0.0,,,,
2944,T.Carson,GB,5,Other,14,7,6,0.0,36.0,0.0,8.0,8.0
2945,T.Cohen,CHI,2,Other,18,9,4,0.0,14.0,0.0,2.0,10.0
2946,T.Cohen,CHI,3,Other,-2,1,4,0.0,52.0,0.0,4.0,8.0
2947,T.Cohen,CHI,4,Other,11,6,5,0.0,-6.0,0.0,0.0,4.0
2948,T.Cohen,CHI,5,Other,10,4,4,0.0,78.0,0.0,12.0,14.0
2949,T.Cohen,CHI,7,Other,10,9,3,0.0,38.0,0.0,16.0,22.0
2950,T.Cohen,CHI,8,Other,1,1,1,0.0,74.0,0.0,6.0,6.0
2951,T.Cohen,CHI,8,Red Zone,8,6,3,0.0,,,,
2952,T.Cohen,CHI,9,Inside the 5,0,0,1,0.0,,,,
2953,T.Cohen,CHI,9,Red Zone,7,7,1,0.0,,,,
2954,T.Cohen,CHI,10,Other,14,8,3,0.0,28.0,0.0,6.0,6.0
2955,T.Cohen,CHI,11,Other,39,12,9,0.0,42.0,0.0,8.0,10.0
2956,T.Cohen,CHI,12,Other,25,13,6,0.0,60.0,0.0,12.0,16.0
2957,T.Cohen,CHI,13,Other,9,5,3,0.0,52.0,0.0,8.0,8.0
2958,T.Cohen,CHI,14,Other,7,6,3,0.0,42.0,0.0,10.0,10.0
2959,T.Cohen,CHI,15,Other,21,8,6,0.0,114.0,0.0,14.0,20.0
2960,T.Cohen,CHI,15,Red Zone,7,4,2,0.0,,,,
2961,T.Cohen,CHI,16,Other,8,6,2,0.0,50.0,0.0,6.0,8.0
2962,T.Cohen,CHI,17,Other,20,19,4,0.0,92.0,0.0,16.0,18.0
2963,T.Coleman,SF,1,Other,18,12,5,0.0,66.0,0.0,4.0,6.0
2964,T.Coleman,SF,1,Red Zone,5,5,1,0.0,,,,
2965,T.Coleman,SF,5,Other,74,15,14,0.0,,,,
2966,T.Coleman,SF,5,Red Zone,23,19,2,1.0,,,,
2967,T.Coleman,SF,6,Inside the 5,4,2,4,1.0,0.0,0.0,0.0,2.0
2968,T.Coleman,SF,6,Other,42,9,12,0.0,4.0,0.0,2.0,2.0
2969,T.Coleman,SF,6,Red Zone,-1,0,2,0.0,28.0,0.0,2.0,2.0
2970,T.Coleman,SF,7,Other,55,9,14,0.0,-2.0,0.0,4.0,4.0
2971,T.Coleman,SF,7,Red Zone,7,6,6,0.0,,,,
2972,T.Coleman,SF,8,Inside the 5,1,1,1,1.0,,,,
2973,T.Coleman,SF,8,Other,84,48,8,1.0,,,,
2974,T.Coleman,SF,8,Red Zone,20,19,2,1.0,26.0,2.0,4.0,4.0
2975,T.Coleman,SF,9,Inside the 5,2,2,1,0.0,,,,
2976,T.Coleman,SF,9,Other,18,8,9,0.0,26.0,0.0,4.0,8.0
2977,T.Coleman,SF,9,Red Zone,3,3,2,0.0,,,,
2978,T.Coleman,SF,10,Other,40,22,9,0.0,64.0,0.0,8.0,8.0
2979,T.Coleman,SF,11,Inside the 5,-2,-2,1,0.0,0.0,0.0,0.0,2.0
2980,T.Coleman,SF,11,Other,14,4,9,0.0,96.0,0.0,6.0,6.0
2981,T.Coleman,SF,11,Red Zone,2,2,2,0.0,,,,
2982,T.Coleman,SF,12,Inside the 5,2,2,1,1.0,,,,
2983,T.Coleman,SF,12,Other,32,11,9,0.0,4.0,0.0,2.0,4.0
2984,T.Coleman,SF,12,Red Zone,5,5,1,0.0,16.0,0.0,2.0,4.0
2985,T.Coleman,SF,13,Other,6,2,5,0.0,18.0,0.0,2.0,2.0
2986,T.Coleman,SF,14,Other,6,6,3,0.0,,,,
2987,T.Coleman,SF,15,Inside the 5,-1,-1,1,0.0,,,,
2988,T.Coleman,SF,15,Other,41,37,3,0.0,0.0,0.0,0.0,2.0
2989,T.Coleman,SF,16,Other,31,12,4,0.0,,,,
2990,T.Coleman,SF,16,Red Zone,2,2,1,0.0,,,,
2991,T.Coleman,SF,17,Other,11,5,5,0.0,14.0,0.0,2.0,2.0
2992,T.Davis,OAK,4,Other,74,60,2,1.0,,,,
2993,T.Davis,OAK,8,Other,-1,-1,1,0.0,30.0,0.0,2.0,4.0
2994,T.Davis,OAK,13,Other,0,0,1,0.0,,,,
2995,T.Edmunds,PIT,8,Other,0,0,1,0.0,,,,
2996,T.Edmunds,PIT,9,Inside the 5,-2,-2,1,0.0,,,,
2997,T.Edmunds,PIT,9,Other,72,45,10,0.0,,,,
2998,T.Edmunds,PIT,9,Red Zone,3,3,1,0.0,,,,
2999,T.Edmunds,PIT,10,Other,2,3,3,0.0,28.0,0.0,4.0,6.0
3000,T.Edmunds,PIT,10,Red Zone,-1,-1,1,0.0,,,,
3001,T.Edmunds,PIT,11,Other,11,9,3,0.0,54.0,0.0,6.0,6.0
3002,T.Ervin,GB,17,Other,10,10,1,0.0,10.0,0.0,2.0,6.0
3003,T.Gabriel,CHI,2,Red Zone,14,14,1,0.0,,,,
3004,T.Gabriel,CHI,3,Red Zone,7,7,1,0.0,,,,
3005,T.Gabriel,CHI,10,Other,-1,-1,1,0.0,78.0,2.0,8.0,12.0
3006,T.Ginn,NO,5,Other,1,1,1,0.0,66.0,2.0,2.0,2.0
3007,T.Ginn,NO,6,Other,12,12,1,0.0,72.0,0.0,4.0,12.0
3008,T.Ginn,NO,10,Red Zone,5,5,1,0.0,,,,
3009,T.Gurley,LA,1,Other,97,25,14,0.0,8.0,0.0,2.0,2.0
3010,T.Gurley,LA,2,Inside the 5,4,4,1,1.0,,,,
3011,T.Gurley,LA,2,Other,52,20,12,0.0,8.0,0.0,6.0,8.0
3012,T.Gurley,LA,2,Red Zone,7,4,3,0.0,,,,
3013,T.Gurley,LA,3,Inside the 5,2,2,1,0.0,,,,
3014,T.Gurley,LA,3,Other,45,9,12,0.0,,,,
3015,T.Gurley,LA,3,Red Zone,-4,-4,1,0.0,0.0,0.0,0.0,2.0
3016,T.Gurley,LA,4,Inside the 5,5,5,1,1.0,,,,
3017,T.Gurley,LA,4,Other,0,1,2,0.0,108.0,0.0,14.0,20.0
3018,T.Gurley,LA,4,Red Zone,11,13,2,1.0,0.0,0.0,0.0,2.0
3019,T.Gurley,LA,5,Inside the 5,1,1,1,1.0,,,,
3020,T.Gurley,LA,5,Other,39,12,12,0.0,12.0,0.0,6.0,10.0
3021,T.Gurley,LA,5,Red Zone,11,8,2,1.0,,,,
3022,T.Gurley,LA,7,Inside the 5,-2,2,2,0.0,,,,
3023,T.Gurley,LA,7,Other,27,10,9,0.0,,,,
3024,T.Gurley,LA,7,Red Zone,16,8,7,0.0,26.0,2.0,2.0,2.0
3025,T.Gurley,LA,8,Inside the 5,5,3,2,1.0,,,,
3026,T.Gurley,LA,8,Other,26,20,5,0.0,0.0,0.0,0.0,2.0
3027,T.Gurley,LA,8,Red Zone,13,9,3,0.0,,,,
3028,T.Gurley,LA,10,Other,71,22,10,0.0,0.0,0.0,0.0,8.0
3029,T.Gurley,LA,10,Red Zone,2,6,2,0.0,,,,
3030,T.Gurley,LA,11,Inside the 5,1,1,1,1.0,,,,
3031,T.Gurley,LA,11,Other,89,13,22,0.0,72.0,0.0,6.0,6.0
3032,T.Gurley,LA,11,Red Zone,7,4,2,0.0,,,,
3033,T.Gurley,LA,12,Other,23,15,5,0.0,8.0,0.0,4.0,4.0
3034,T.Gurley,LA,12,Red Zone,-1,-1,1,0.0,-14.0,0.0,2.0,2.0
3035,T.Gurley,LA,13,Inside the 5,1,1,2,1.0,,,,
3036,T.Gurley,LA,13,Other,66,10,13,0.0,40.0,0.0,2.0,2.0
3037,T.Gurley,LA,13,Red Zone,28,11,4,0.0,,,,
3038,T.Gurley,LA,14,Inside the 5,1,1,1,0.0,,,,
3039,T.Gurley,LA,14,Other,65,23,17,0.0,68.0,0.0,8.0,8.0
3040,T.Gurley,LA,14,Red Zone,13,7,5,1.0,,,,
3041,T.Gurley,LA,15,Inside the 5,2,2,1,0.0,4.0,2.0,2.0,2.0
3042,T.Gurley,LA,15,Other,11,8,9,0.0,32.0,0.0,4.0,10.0
3043,T.Gurley,LA,15,Red Zone,9,7,2,1.0,,,,
3044,T.Gurley,LA,16,Inside the 5,6,5,2,2.0,,,,
3045,T.Gurley,LA,16,Other,38,8,11,0.0,0.0,0.0,0.0,4.0
3046,T.Gurley,LA,16,Red Zone,4,3,2,0.0,,,,
3047,T.Gurley,LA,17,Inside the 5,0,0,1,0.0,,,,
3048,T.Gurley,LA,17,Other,44,14,14,0.0,42.0,0.0,4.0,4.0
3049,T.Gurley,LA,17,Red Zone,24,8,5,0.0,,,,
3050,T.Hill,KC,1,Red Zone,5,5,1,0.0,,,,
3051,T.Hill,KC,8,Other,5,5,1,0.0,152.0,0.0,12.0,16.0
3052,T.Hill,KC,9,Red Zone,5,5,1,0.0,,,,
3053,T.Hill,KC,10,Other,3,3,1,0.0,288.0,0.0,16.0,34.0
3054,T.Hill,KC,13,Other,-4,-4,1,0.0,110.0,0.0,10.0,16.0
3055,T.Hill,KC,14,Other,8,5,2,0.0,124.0,0.0,12.0,14.0
3056,T.Hill,KC,15,Other,1,1,1,0.0,124.0,2.0,8.0,10.0
3057,T.Hill,NO,1,Other,2,2,1,0.0,0.0,0.0,0.0,2.0
3058,T.Hill,NO,1,Red Zone,6,6,1,0.0,18.0,2.0,2.0,2.0
3059,T.Hill,NO,3,Other,5,5,1,0.0,10.0,0.0,2.0,2.0
3060,T.Hill,NO,4,Other,18,18,1,0.0,,,,
3061,T.Hill,NO,4,Red Zone,-2,-2,1,0.0,,,,
3062,T.Hill,NO,5,Other,14,11,2,0.0,,,,
3063,T.Hill,NO,6,Other,19,19,1,0.0,,,,
3064,T.Hill,NO,6,Red Zone,-2,3,2,0.0,,,,
3065,T.Hill,NO,7,Other,23,23,1,0.0,0.0,0.0,0.0,2.0
3066,T.Hill,NO,7,Red Zone,-2,-2,1,0.0,,,,
3067,T.Hill,NO,10,Other,11,11,1,0.0,,,,
3068,T.Hill,NO,11,Other,2,2,1,0.0,4.0,0.0,2.0,2.0
3069,T.Hill,NO,13,Other,33,30,2,1.0,18.0,0.0,2.0,2.0
3070,T.Hill,NO,14,Inside the 5,0,0,1,0.0,,,,
3071,T.Hill,NO,14,Other,12,7,4,0.0,24.0,0.0,2.0,2.0
3072,T.Hill,NO,14,Red Zone,1,1,1,0.0,,,,
3073,T.Hill,NO,15,Other,1,5,2,0.0,56.0,2.0,2.0,2.0
3074,T.Hill,NO,16,Other,11,7,2,0.0,42.0,0.0,4.0,4.0
3075,T.Hill,NO,17,Other,4,2,2,0.0,90.0,2.0,2.0,2.0
3076,T.Homer,SEA,13,Other,29,29,1,0.0,,,,
3077,T.Homer,SEA,15,Red Zone,7,5,2,0.0,,,,
3078,T.Homer,SEA,16,Other,22,17,3,0.0,32.0,0.0,10.0,14.0
3079,T.Homer,SEA,16,Red Zone,-6,-3,2,0.0,20.0,0.0,2.0,2.0
3080,T.Homer,SEA,17,Other,62,13,10,0.0,60.0,0.0,10.0,10.0
3081,T.Johnson,DET,1,Other,6,6,1,0.0,,,,
3082,T.Johnson,DET,2,Other,30,17,5,0.0,12.0,0.0,4.0,4.0
3083,T.Johnson,DET,3,Other,5,3,4,0.0,0.0,0.0,2.0,4.0
3084,T.Johnson,DET,4,Other,13,6,3,0.0,2.0,0.0,2.0,2.0
3085,T.Johnson,DET,7,Other,20,6,7,0.0,56.0,0.0,8.0,8.0
3086,T.Johnson,DET,7,Red Zone,9,4,3,0.0,,,,
3087,T.Johnson,DET,8,Other,25,14,7,0.0,26.0,0.0,2.0,8.0
3088,T.Johnson,DET,9,Inside the 5,1,1,1,0.0,,,,
3089,T.Johnson,DET,9,Other,28,10,8,0.0,14.0,0.0,6.0,6.0
3090,T.Johnson,DET,10,Other,16,10,4,0.0,6.0,0.0,2.0,2.0
3091,T.Johnson,DET,10,Red Zone,0,0,1,0.0,,,,
3092,T.Johnson,DET,11,Other,6,5,2,0.0,0.0,0.0,2.0,2.0
3093,T.Johnson,DET,12,Other,7,5,3,0.0,20.0,0.0,4.0,4.0
3094,T.Johnson,DET,12,Red Zone,4,4,1,0.0,,,,
3095,T.Johnson,DET,13,Other,10,5,2,0.0,32.0,0.0,4.0,4.0
3096,T.Johnson,DET,13,Red Zone,2,2,1,0.0,2.0,0.0,2.0,2.0
3097,T.Johnson,DET,14,Other,3,5,2,0.0,14.0,0.0,2.0,2.0
3098,T.Johnson,DET,15,Other,3,2,2,0.0,34.0,0.0,8.0,10.0
3099,T.Johnson,DET,16,Other,20,8,3,0.0,,,,
3100,T.Johnson,DET,17,Other,65,40,3,0.0,0.0,0.0,0.0,4.0
3101,T.Jones,HOU,17,Other,29,9,8,0.0,18.0,0.0,2.0,2.0
3102,T.Jones,HOU,17,Red Zone,11,11,1,0.0,,,,
3103,T.Kelce,KC,14,Inside the 5,4,4,1,1.0,,,,
3104,T.Lockett,SEA,5,Other,-8,-8,1,0.0,76.0,0.0,6.0,6.0
3105,T.Lockett,SEA,6,Other,3,3,1,0.0,120.0,0.0,8.0,8.0
3106,T.Lockett,SEA,7,Other,-3,-3,1,0.0,106.0,0.0,8.0,8.0
3107,T.Lockett,SEA,10,Other,3,3,1,0.0,52.0,0.0,6.0,8.0
3108,T.Logan,TB,10,Other,6,6,1,0.0,0.0,0.0,0.0,2.0
3109,T.Logan,TB,12,Inside the 5,2,2,1,0.0,,,,
3110,T.Logan,TB,13,Other,2,2,1,0.0,,,,
3111,T.McSorley,BAL,17,Other,1,1,1,0.0,,,,
3112,T.Montgomery,NYJ,1,Other,4,2,2,0.0,,,,
3113,T.Montgomery,NYJ,2,Other,25,15,3,0.0,22.0,0.0,4.0,4.0
3114,T.Montgomery,NYJ,3,Other,1,3,2,0.0,0.0,0.0,0.0,2.0
3115,T.Montgomery,NYJ,5,Other,1,4,2,0.0,,,,
3116,T.Montgomery,NYJ,7,Other,9,6,2,0.0,0.0,0.0,0.0,2.0
3117,T.Montgomery,NYJ,11,Other,11,9,2,0.0,0.0,0.0,0.0,2.0
3118,T.Montgomery,NYJ,12,Other,2,4,5,0.0,42.0,0.0,2.0,4.0
3119,T.Montgomery,NYJ,13,Other,7,7,1,0.0,2.0,0.0,2.0,2.0
3120,T.Montgomery,NYJ,14,Other,31,9,8,0.0,60.0,0.0,6.0,6.0
3121,T.Montgomery,NYJ,14,Red Zone,0,0,1,0.0,,,,
3122,T.Montgomery,NYJ,15,Other,5,4,2,0.0,10.0,0.0,2.0,2.0
3123,T.Montgomery,NYJ,16,Other,7,7,2,0.0,2.0,0.0,2.0,2.0
3124,T.Pollard,DAL,1,Other,24,6,13,0.0,,,,
3125,T.Pollard,DAL,2,Other,12,9,3,0.0,,,,
3126,T.Pollard,DAL,2,Red Zone,10,10,1,0.0,6.0,0.0,2.0,2.0
3127,T.Pollard,DAL,3,Other,87,28,12,0.0,50.0,0.0,6.0,6.0
3128,T.Pollard,DAL,3,Red Zone,16,16,1,1.0,,,,
3129,T.Pollard,DAL,5,Other,19,7,4,0.0,,,,
3130,T.Pollard,DAL,6,Other,13,10,3,0.0,,,,
3131,T.Pollard,DAL,7,Other,28,11,8,0.0,,,,
3132,T.Pollard,DAL,9,Other,21,10,3,0.0,18.0,0.0,2.0,2.0
3133,T.Pollard,DAL,10,Other,-4,-4,1,0.0,,,,
3134,T.Pollard,DAL,11,Inside the 5,2,2,1,0.0,,,,
3135,T.Pollard,DAL,11,Other,12,7,2,0.0,84.0,2.0,6.0,6.0
3136,T.Pollard,DAL,12,Other,19,8,4,0.0,14.0,0.0,4.0,4.0
3137,T.Pollard,DAL,13,Other,7,4,3,0.0,0.0,0.0,0.0,2.0
3138,T.Pollard,DAL,15,Other,131,44,12,1.0,24.0,0.0,4.0,4.0
3139,T.Pollard,DAL,16,Other,0,1,2,0.0,,,,
3140,T.Pollard,DAL,17,Other,60,11,14,0.0,10.0,0.0,2.0,4.0
3141,T.Pope,LAC,4,Other,21,8,8,0.0,2.0,0.0,2.0,2.0
3142,T.Pope,LAC,4,Red Zone,-1,2,2,0.0,26.0,2.0,2.0,2.0
3143,T.Taylor,LAC,4,Other,2,2,1,0.0,,,,
3144,T.Taylor,LAC,14,Other,12,9,2,0.0,,,,
3145,T.Taylor,LAC,16,Other,-1,-1,1,0.0,,,,
3146,T.Wesco,NYJ,10,Other,2,2,1,0.0,30.0,0.0,2.0,2.0
3147,T.Yeldon,BUF,3,Other,28,10,6,0.0,38.0,0.0,4.0,4.0
3148,T.Yeldon,BUF,3,Red Zone,2,2,2,0.0,0.0,0.0,0.0,2.0
3149,T.Yeldon,BUF,5,Other,15,11,2,0.0,26.0,0.0,8.0,8.0
3150,T.Yeldon,BUF,17,Other,18,12,7,0.0,48.0,0.0,6.0,8.0
3151,Tr.Edmunds,PIT,12,Other,5,5,1,0.0,,,,
3152,Tr.Edmunds,PIT,12,Red Zone,2,2,1,0.0,,,,
3153,V.McDonald,PIT,10,Other,2,2,1,0.0,22.0,0.0,6.0,14.0
3154,V.Smith,NYJ,5,Red Zone,19,19,1,1.0,,,,
3155,V.Smith,NYJ,8,Other,13,13,1,0.0,20.0,0.0,4.0,8.0
3156,V.Smith,NYJ,17,Other,20,20,1,0.0,72.0,0.0,6.0,8.0
3157,W.Dissly,SEA,5,Other,7,7,1,0.0,162.0,0.0,8.0,8.0
3158,W.Gallman Jr,NYG,1,Inside the 5,2,2,1,1.0,,,,
3159,W.Gallman Jr,NYG,1,Other,15,15,1,0.0,22.0,0.0,4.0,4.0
3160,W.Gallman Jr,NYG,3,Inside the 5,1,1,1,0.0,,,,
3161,W.Gallman Jr,NYG,3,Other,12,6,4,0.0,,,,
3162,W.Gallman Jr,NYG,4,Inside the 5,1,1,2,1.0,,,,
3163,W.Gallman Jr,NYG,4,Other,58,22,15,0.0,98.0,0.0,8.0,12.0
3164,W.Gallman Jr,NYG,4,Red Zone,4,4,1,0.0,12.0,2.0,2.0,2.0
3165,W.Gallman Jr,NYG,5,Other,14,11,2,0.0,,,,
3166,W.Gallman Jr,NYG,10,Red Zone,2,2,1,0.0,6.0,0.0,2.0,2.0
3167,W.Gallman Jr,NYG,12,Other,1,1,1,0.0,,,,
3168,W.Grier,CAR,16,Other,17,11,3,0.0,,,,
3169,W.Grier,CAR,16,Red Zone,0,0,1,0.0,,,,
3170,W.Grier,CAR,17,Other,5,3,3,0.0,,,,
3171,W.Hills,DET,15,Inside the 5,5,3,3,2.0,,,,
3172,W.Hills,DET,15,Other,16,15,7,0.0,2.0,0.0,4.0,4.0
3173,W.Smallwood,WAS,2,Other,4,4,1,0.0,,,,
3174,W.Smallwood,WAS,5,Other,27,12,6,0.0,,,,
3175,W.Smallwood,WAS,6,Other,4,4,1,0.0,,,,
3176,W.Smallwood,WAS,7,Other,23,17,5,0.0,36.0,0.0,2.0,2.0
3177,W.Smallwood,WAS,8,Other,11,11,1,0.0,22.0,0.0,2.0,2.0
3178,W.Smallwood,WAS,8,Red Zone,-2,-2,1,0.0,0.0,0.0,0.0,2.0
3179,W.Smallwood,WAS,9,Other,3,3,1,0.0,-4.0,0.0,4.0,6.0
3180,W.Smallwood,WAS,9,Red Zone,2,2,1,0.0,,,,
3181,W.Smallwood,WAS,14,Other,4,4,2,0.0,,,,
3182,W.Smallwood,WAS,17,Other,5,6,3,0.0,,,,
3183,W.Snead,BAL,7,Red Zone,2,2,1,0.0,,,,
3184,W.Snead IV,BAL,17,Other,0,0,1,0.0,44.0,0.0,6.0,10.0
3185,Z.Jones,OAK,9,Other,3,3,1,0.0,36.0,0.0,2.0,6.0
3186,Z.Line,NO,3,Inside the 5,0,0,1,0.0,,,,
3187,Z.Line,NO,7,Other,3,3,1,0.0,24.0,0.0,2.0,6.0
