,play_maker,player_team,Week,Zone,Yards,Long,rush_attempts,rush_touchdown,Rec_Yards,pass_touchdown,Rec,Tgt
2485,P.Dorsett,NE,3,Red Zone,5,5,1,0.0,6.0,0.0,2.0,2.0
2486,P.Dorsett,NE,4,Other,9,9,1,0.0,10.0,0.0,2.0,16.0
2487,P.Laird,MIA,10,Other,4,3,2,0.0,12.0,0.0,2.0,2.0
2488,P.Laird,MIA,11,Other,7,7,1,0.0,102.0,0.0,12.0,12.0
2489,P.Laird,MIA,12,Other,7,4,2,0.0,,,,
2490,P.Laird,MIA,12,Red Zone,13,13,1,0.0,0.0,0.0,0.0,2.0
2491,P.Laird,MIA,13,Inside the 5,5,4,2,1.0,4.0,0.0,0.0,2.0
2492,P.Laird,MIA,13,Other,0,3,8,0.0,64.0,0.0,6.0,8.0
2493,P.Laird,MIA,14,Other,50,16,11,0.0,76.0,0.0,8.0,8.0
2494,P.Laird,MIA,14,Red Zone,-2,1,4,0.0,0.0,0.0,0.0,2.0
2495,P.Laird,MIA,15,Other,49,18,11,0.0,16.0,0.0,4.0,8.0
2496,P.Laird,MIA,15,Red Zone,-3,-3,1,0.0,0.0,0.0,0.0,2.0
2497,P.Laird,MIA,16,Other,11,7,7,0.0,2.0,0.0,2.0,2.0
2498,P.Laird,MIA,16,Red Zone,6,6,1,0.0,,,,
2499,P.Laird,MIA,17,Other,16,4,9,0.0,96.0,0.0,8.0,10.0
2500,P.Laird,MIA,17,Red Zone,5,4,2,0.0,,,,
2501,P.Lindsay,DEN,1,Other,31,9,8,0.0,46.0,0.0,8.0,12.0
2502,P.Lindsay,DEN,1,Red Zone,12,7,3,0.0,,,,
2503,P.Lindsay,DEN,2,Inside the 5,0,0,1,0.0,,,,
2504,P.Lindsay,DEN,2,Other,36,9,12,0.0,60.0,0.0,8.0,10.0
2505,P.Lindsay,DEN,3,Inside the 5,7,3,4,2.0,,,,
2506,P.Lindsay,DEN,3,Other,62,9,14,0.0,98.0,0.0,8.0,10.0
2507,P.Lindsay,DEN,3,Red Zone,12,6,3,0.0,,,,
2508,P.Lindsay,DEN,4,Other,53,28,9,0.0,14.0,0.0,2.0,2.0
2509,P.Lindsay,DEN,5,Inside the 5,4,4,1,1.0,,,,
2510,P.Lindsay,DEN,5,Other,107,32,13,0.0,66.0,0.0,8.0,8.0
2511,P.Lindsay,DEN,5,Red Zone,3,3,1,0.0,,,,
2512,P.Lindsay,DEN,6,Inside the 5,2,2,1,1.0,6.0,0.0,2.0,2.0
2513,P.Lindsay,DEN,6,Other,68,30,14,0.0,4.0,0.0,2.0,4.0
2514,P.Lindsay,DEN,7,Inside the 5,0,0,1,0.0,,,,
2515,P.Lindsay,DEN,7,Other,34,9,9,0.0,-8.0,0.0,0.0,2.0
2516,P.Lindsay,DEN,7,Red Zone,2,3,2,0.0,,,,
2517,P.Lindsay,DEN,8,Other,59,11,14,0.0,34.0,0.0,10.0,10.0
2518,P.Lindsay,DEN,9,Other,92,40,9,1.0,,,,
2519,P.Lindsay,DEN,11,Other,51,11,13,0.0,16.0,0.0,4.0,4.0
2520,P.Lindsay,DEN,11,Red Zone,16,8,3,0.0,,,,
2521,P.Lindsay,DEN,12,Other,57,16,13,0.0,22.0,0.0,2.0,6.0
2522,P.Lindsay,DEN,13,Other,59,15,15,0.0,-10.0,0.0,4.0,4.0
2523,P.Lindsay,DEN,13,Red Zone,-1,1,2,0.0,18.0,0.0,2.0,2.0
2524,P.Lindsay,DEN,14,Inside the 5,1,1,1,1.0,,,,
2525,P.Lindsay,DEN,14,Other,45,8,12,0.0,-2.0,0.0,2.0,2.0
2526,P.Lindsay,DEN,14,Red Zone,5,5,3,0.0,10.0,0.0,2.0,2.0
2527,P.Lindsay,DEN,15,Other,31,13,6,0.0,0.0,0.0,0.0,4.0
2528,P.Lindsay,DEN,15,Red Zone,1,1,1,0.0,,,,
2529,P.Lindsay,DEN,16,Other,89,27,15,1.0,18.0,0.0,4.0,4.0
2530,P.Lindsay,DEN,16,Red Zone,20,13,4,0.0,0.0,0.0,0.0,2.0
2531,P.Lindsay,DEN,17,Other,53,8,18,0.0,0.0,0.0,0.0,2.0
2532,P.Mahomes,KC,1,Red Zone,2,2,1,0.0,,,,
2533,P.Mahomes,KC,3,Other,11,11,2,0.0,,,,
2534,P.Mahomes,KC,4,Other,43,25,4,0.0,,,,
2535,P.Mahomes,KC,4,Red Zone,11,7,2,0.0,,,,
2536,P.Mahomes,KC,5,Other,18,14,2,0.0,,,,
2537,P.Mahomes,KC,7,Inside the 5,2,2,1,0.0,,,,
2538,P.Mahomes,KC,11,Other,60,24,4,0.0,,,,
2539,P.Mahomes,KC,13,Other,12,8,2,0.0,,,,
2540,P.Mahomes,KC,13,Red Zone,13,13,1,1.0,,,,
2541,P.Mahomes,KC,14,Other,9,5,3,0.0,,,,
2542,P.Mahomes,KC,15,Other,7,7,1,0.0,,,,
2543,P.Mahomes,KC,15,Red Zone,5,5,1,0.0,,,,
2544,P.Mahomes,KC,16,Other,2,2,1,0.0,,,,
2545,P.Mahomes,KC,16,Red Zone,12,12,1,1.0,,,,
2546,P.Mahomes,KC,17,Other,23,11,5,0.0,,,,
2547,P.Perkins,DET,8,Other,4,2,3,0.0,,,,
2548,P.Perkins,DET,9,Other,16,13,2,0.0,,,,
2549,P.Perkins,DET,10,Other,9,3,7,0.0,18.0,0.0,2.0,2.0
2550,P.Richardson,WAS,6,Other,0,0,1,0.0,0.0,0.0,0.0,8.0
2551,P.Rivers,LAC,1,Other,6,6,1,0.0,,,,
2552,P.Rivers,LAC,2,Other,12,12,1,0.0,,,,
2553,P.Rivers,LAC,3,Other,9,8,2,0.0,,,,
2554,P.Rivers,LAC,4,Other,0,0,1,0.0,,,,
2555,P.Rivers,LAC,5,Other,-3,-3,1,0.0,,,,
2556,P.Rivers,LAC,6,Other,0,0,1,0.0,,,,
2557,P.Rivers,LAC,9,Red Zone,1,1,1,0.0,,,,
2558,P.Rivers,LAC,14,Other,0,0,1,0.0,,,,
2559,P.Rivers,LAC,17,Other,5,5,1,0.0,,,,
2560,Q.Nelson,IND,11,Inside the 5,0,0,1,0.0,,,,
2561,Q.Ollison,ATL,11,Inside the 5,2,2,1,1.0,,,,
2562,Q.Ollison,ATL,11,Other,6,3,2,0.0,0.0,0.0,0.0,2.0
2563,Q.Ollison,ATL,11,Red Zone,3,3,1,0.0,,,,
2564,Q.Ollison,ATL,12,Inside the 5,5,4,3,1.0,,,,
2565,Q.Ollison,ATL,12,Other,7,6,3,0.0,14.0,0.0,2.0,2.0
2566,Q.Ollison,ATL,12,Red Zone,8,6,2,0.0,,,,
2567,Q.Ollison,ATL,14,Other,6,3,4,0.0,,,,
2568,Q.Ollison,ATL,15,Inside the 5,1,1,1,1.0,,,,
2569,Q.Ollison,ATL,16,Inside the 5,3,3,1,1.0,,,,
2570,Q.Ollison,ATL,17,Red Zone,9,5,4,0.0,,,,
2571,R.Armstead,JAX,1,Other,7,7,1,0.0,0.0,0.0,0.0,2.0
2572,R.Armstead,JAX,4,Other,38,16,6,0.0,,,,
2573,R.Armstead,JAX,4,Red Zone,4,3,2,0.0,14.0,2.0,2.0,2.0
2574,R.Armstead,JAX,5,Other,-1,-1,1,0.0,14.0,0.0,2.0,2.0
2575,R.Armstead,JAX,6,Inside the 5,1,1,1,0.0,,,,
2576,R.Armstead,JAX,7,Other,9,6,2,0.0,0.0,0.0,0.0,2.0
2577,R.Armstead,JAX,7,Red Zone,-6,-6,1,0.0,,,,
2578,R.Armstead,JAX,8,Other,4,6,5,0.0,,,,
2579,R.Armstead,JAX,8,Red Zone,3,3,1,0.0,,,,
2580,R.Armstead,JAX,11,Other,6,6,1,0.0,26.0,0.0,4.0,4.0
2581,R.Armstead,JAX,14,Other,7,4,2,0.0,0.0,0.0,0.0,4.0
2582,R.Armstead,JAX,15,Red Zone,1,1,1,0.0,,,,
2583,R.Armstead,JAX,16,Other,2,2,1,0.0,,,,
2584,R.Armstead,JAX,17,Other,27,9,8,0.0,98.0,0.0,8.0,14.0
2585,R.Armstead,JAX,17,Red Zone,6,4,2,0.0,,,,
2586,R.Bonnafon,CAR,3,Other,5,4,2,0.0,,,,
2587,R.Bonnafon,CAR,5,Other,80,59,5,1.0,,,,
2588,R.Bonnafon,CAR,8,Other,4,4,1,0.0,6.0,0.0,2.0,6.0
2589,R.Bonnafon,CAR,9,Other,6,4,3,0.0,14.0,0.0,2.0,2.0
2590,R.Bonnafon,CAR,14,Other,6,6,1,0.0,,,,
2591,R.Bonnafon,CAR,16,Other,12,7,2,0.0,,,,
2592,R.Bonnafon,CAR,17,Other,3,2,2,0.0,78.0,0.0,4.0,4.0
2593,R.Burkhead,NE,1,Other,35,11,5,0.0,82.0,0.0,10.0,14.0
2594,R.Burkhead,NE,1,Red Zone,9,4,3,0.0,0.0,0.0,0.0,2.0
2595,R.Burkhead,NE,2,Other,21,12,3,0.0,94.0,0.0,4.0,4.0
2596,R.Burkhead,NE,2,Red Zone,0,0,2,0.0,,,,
2597,R.Burkhead,NE,3,Inside the 5,2,2,1,1.0,,,,
2598,R.Burkhead,NE,3,Other,45,8,10,0.0,20.0,0.0,8.0,10.0
2599,R.Burkhead,NE,8,Other,4,3,3,0.0,18.0,0.0,2.0,2.0
2600,R.Burkhead,NE,9,Other,15,6,3,0.0,32.0,0.0,2.0,4.0
2601,R.Burkhead,NE,9,Red Zone,3,3,1,0.0,,,,
2602,R.Burkhead,NE,11,Other,14,6,5,0.0,68.0,0.0,4.0,6.0
2603,R.Burkhead,NE,12,Other,3,4,2,0.0,28.0,0.0,4.0,10.0
2604,R.Burkhead,NE,13,Other,15,10,3,0.0,0.0,0.0,0.0,2.0
2605,R.Burkhead,NE,14,Other,15,5,7,0.0,0.0,0.0,0.0,2.0
2606,R.Burkhead,NE,15,Other,53,33,6,1.0,12.0,0.0,4.0,4.0
2607,R.Burkhead,NE,16,Inside the 5,1,1,1,1.0,,,,
2608,R.Burkhead,NE,16,Other,16,6,3,0.0,144.0,0.0,6.0,6.0
2609,R.Burkhead,NE,16,Red Zone,3,3,1,0.0,10.0,0.0,2.0,2.0
2610,R.Burkhead,NE,17,Other,48,14,6,0.0,12.0,0.0,2.0,2.0
2611,R.Cobb,DAL,2,Other,11,7,2,0.0,48.0,0.0,8.0,10.0
2612,R.Cobb,DAL,9,Other,0,0,1,0.0,70.0,0.0,12.0,14.0
2613,R.Finley,CIN,10,Other,22,16,5,0.0,,,,
2614,R.Finley,CIN,11,Other,47,24,3,0.0,,,,
2615,R.Finley,CIN,12,Other,8,7,2,0.0,,,,
2616,R.Fitzpatrick,MIA,1,Other,8,8,1,0.0,,,,
2617,R.Fitzpatrick,MIA,2,Other,6,6,1,0.0,,,,
2618,R.Fitzpatrick,MIA,6,Other,5,5,2,0.0,,,,
2619,R.Fitzpatrick,MIA,7,Inside the 5,-10,-10,1,0.0,,,,
2620,R.Fitzpatrick,MIA,7,Other,12,12,4,0.0,,,,
2621,R.Fitzpatrick,MIA,7,Red Zone,11,11,1,1.0,,,,
2622,R.Fitzpatrick,MIA,8,Other,18,8,4,0.0,,,,
2623,R.Fitzpatrick,MIA,9,Other,5,6,2,0.0,,,,
2624,R.Fitzpatrick,MIA,9,Red Zone,4,4,1,0.0,,,,
2625,R.Fitzpatrick,MIA,10,Other,8,8,1,0.0,,,,
2626,R.Fitzpatrick,MIA,10,Red Zone,16,11,2,1.0,,,,
2627,R.Fitzpatrick,MIA,11,Inside the 5,0,0,1,0.0,,,,
2628,R.Fitzpatrick,MIA,12,Other,37,17,4,0.0,,,,
2629,R.Fitzpatrick,MIA,12,Red Zone,8,8,1,1.0,,,,
2630,R.Fitzpatrick,MIA,13,Inside the 5,3,3,1,0.0,,,,
2631,R.Fitzpatrick,MIA,13,Other,0,0,1,0.0,,,,
2632,R.Fitzpatrick,MIA,14,Other,49,20,4,0.0,,,,
2633,R.Fitzpatrick,MIA,14,Red Zone,16,6,3,0.0,,,,
2634,R.Fitzpatrick,MIA,15,Other,33,13,4,0.0,,,,
2635,R.Fitzpatrick,MIA,16,Other,15,15,1,0.0,,,,
2636,R.Fitzpatrick,MIA,17,Inside the 5,2,2,1,1.0,,,,
2637,R.Fitzpatrick,MIA,17,Other,12,10,3,0.0,,,,
2638,R.Fitzpatrick,MIA,17,Red Zone,1,1,1,0.0,,,,
2639,R.Foster,BUF,12,Other,22,22,1,0.0,48.0,0.0,2.0,2.0
2640,R.Foster,BUF,13,Other,7,7,1,0.0,40.0,0.0,2.0,4.0
2641,R.Freeman,DEN,1,Other,51,26,8,0.0,10.0,0.0,2.0,2.0
2642,R.Freeman,DEN,1,Red Zone,5,5,2,0.0,,,,
2643,R.Freeman,DEN,2,Other,48,14,10,0.0,96.0,0.0,10.0,12.0
2644,R.Freeman,DEN,2,Red Zone,6,6,1,0.0,0.0,0.0,0.0,2.0
2645,R.Freeman,DEN,3,Other,45,12,11,0.0,20.0,0.0,8.0,10.0
2646,R.Freeman,DEN,3,Red Zone,18,13,4,0.0,,,,
2647,R.Freeman,DEN,4,Other,16,5,6,0.0,68.0,0.0,8.0,10.0
2648,R.Freeman,DEN,5,Inside the 5,1,1,1,0.0,,,,
2649,R.Freeman,DEN,5,Other,55,11,11,0.0,0.0,0.0,2.0,2.0
2650,R.Freeman,DEN,5,Red Zone,5,5,1,0.0,12.0,0.0,2.0,2.0
2651,R.Freeman,DEN,6,Other,29,8,9,0.0,84.0,0.0,10.0,10.0
2652,R.Freeman,DEN,6,Red Zone,5,3,2,0.0,,,,
2653,R.Freeman,DEN,7,Inside the 5,1,1,1,1.0,,,,
2654,R.Freeman,DEN,7,Other,32,14,8,0.0,64.0,0.0,8.0,10.0
2655,R.Freeman,DEN,7,Red Zone,2,2,1,0.0,,,,
2656,R.Freeman,DEN,8,Inside the 5,4,4,1,1.0,,,,
2657,R.Freeman,DEN,8,Other,30,10,8,0.0,10.0,0.0,2.0,4.0
2658,R.Freeman,DEN,8,Red Zone,6,6,3,0.0,,,,
2659,R.Freeman,DEN,9,Other,15,6,5,0.0,-2.0,0.0,2.0,2.0
2660,R.Freeman,DEN,11,Inside the 5,0,0,1,0.0,,,,
2661,R.Freeman,DEN,11,Other,30,10,6,0.0,28.0,0.0,2.0,2.0
2662,R.Freeman,DEN,11,Red Zone,1,1,1,0.0,,,,
2663,R.Freeman,DEN,12,Other,20,13,2,0.0,18.0,0.0,4.0,4.0
2664,R.Freeman,DEN,13,Other,6,3,3,0.0,26.0,0.0,8.0,8.0
2665,R.Freeman,DEN,13,Red Zone,5,5,2,0.0,,,,
2666,R.Freeman,DEN,14,Other,21,11,7,0.0,,,,
2667,R.Freeman,DEN,14,Red Zone,3,3,1,0.0,10.0,0.0,2.0,2.0
2668,R.Freeman,DEN,15,Other,17,8,4,0.0,28.0,0.0,6.0,6.0
2669,R.Freeman,DEN,15,Red Zone,-5,-5,1,0.0,0.0,0.0,2.0,2.0
2670,R.Freeman,DEN,16,Inside the 5,1,1,1,1.0,,,,
2671,R.Freeman,DEN,16,Other,15,5,6,0.0,18.0,0.0,4.0,4.0
2672,R.Freeman,DEN,16,Red Zone,12,9,2,0.0,,,,
2673,R.Freeman,DEN,17,Other,-4,-2,2,0.0,16.0,0.0,2.0,2.0
2674,R.Gage,ATL,1,Other,-1,-1,1,0.0,26.0,0.0,2.0,4.0
2675,R.Gage,ATL,15,Other,6,6,1,0.0,54.0,0.0,10.0,12.0
2676,R.Gage,ATL,16,Other,7,4,2,0.0,90.0,0.0,8.0,10.0
2677,R.Griffin,BAL,1,Inside the 5,3,3,1,0.0,,,,
2678,R.Griffin,BAL,1,Other,3,3,1,0.0,,,,
2679,R.Griffin,BAL,1,Red Zone,4,4,1,0.0,,,,
2680,R.Griffin III,BAL,15,Other,7,5,2,0.0,,,,
2681,R.Griffin III,BAL,15,Red Zone,0,0,1,0.0,,,,
2682,R.Griffin III,BAL,17,Other,50,16,8,0.0,,,,
2683,R.James Jr.,SF,12,Red Zone,0,0,1,0.0,,,,
2684,R.James Jr.,SF,14,Inside the 5,-1,-1,1,0.0,,,,
2685,R.Jones,TB,1,Other,73,16,10,0.0,36.0,0.0,2.0,2.0
2686,R.Jones,TB,1,Red Zone,2,5,3,0.0,,,,
2687,R.Jones,TB,2,Other,9,12,4,0.0,,,,
2688,R.Jones,TB,3,Other,67,25,10,0.0,82.0,0.0,2.0,2.0
2689,R.Jones,TB,3,Red Zone,13,6,4,0.0,,,,
2690,R.Jones,TB,4,Inside the 5,5,5,1,1.0,,,,
2691,R.Jones,TB,4,Other,66,24,16,0.0,24.0,0.0,2.0,2.0
2692,R.Jones,TB,4,Red Zone,-1,2,2,0.0,,,,
2693,R.Jones,TB,5,Other,32,14,8,0.0,42.0,0.0,4.0,6.0
2694,R.Jones,TB,5,Red Zone,3,3,1,0.0,,,,
2695,R.Jones,TB,6,Inside the 5,5,5,1,1.0,,,,
2696,R.Jones,TB,6,Other,5,2,3,0.0,,,,
2697,R.Jones,TB,8,Other,35,7,11,0.0,34.0,0.0,2.0,6.0
2698,R.Jones,TB,9,Other,60,15,16,0.0,30.0,0.0,4.0,4.0
2699,R.Jones,TB,9,Red Zone,7,8,2,1.0,,,,
2700,R.Jones,TB,10,Other,22,11,10,0.0,154.0,0.0,16.0,16.0
2701,R.Jones,TB,10,Red Zone,7,7,1,1.0,,,,
2702,R.Jones,TB,11,Other,13,6,4,0.0,2.0,0.0,4.0,8.0
2703,R.Jones,TB,12,Inside the 5,4,4,1,1.0,,,,
2704,R.Jones,TB,12,Other,42,25,9,0.0,28.0,0.0,4.0,4.0
2705,R.Jones,TB,12,Red Zone,5,4,2,0.0,4.0,0.0,2.0,2.0
2706,R.Jones,TB,13,Other,8,5,6,0.0,,,,
2707,R.Jones,TB,14,Other,36,10,11,0.0,46.0,0.0,8.0,10.0
2708,R.Jones,TB,15,Other,18,6,10,0.0,52.0,0.0,2.0,6.0
2709,R.Jones,TB,15,Red Zone,5,5,1,0.0,,,,
2710,R.Jones,TB,16,Inside the 5,4,4,1,1.0,,,,
2711,R.Jones,TB,16,Other,73,49,13,0.0,64.0,0.0,6.0,8.0
2712,R.Jones,TB,17,Other,106,33,11,0.0,20.0,0.0,4.0,4.0
2713,R.Mostert,SF,1,Other,37,18,8,0.0,0.0,0.0,2.0,2.0
2714,R.Mostert,SF,1,Red Zone,3,3,1,0.0,,,,
2715,R.Mostert,SF,2,Inside the 5,1,1,1,0.0,,,,
2716,R.Mostert,SF,2,Other,82,20,12,0.0,110.0,2.0,4.0,6.0
2717,R.Mostert,SF,3,Other,63,19,10,0.0,0.0,0.0,0.0,2.0
2718,R.Mostert,SF,3,Red Zone,16,10,2,0.0,,,,
2719,R.Mostert,SF,5,Other,34,8,7,0.0,,,,
2720,R.Mostert,SF,6,Other,13,8,4,0.0,,,,
2721,R.Mostert,SF,8,Inside the 5,1,1,1,0.0,,,,
2722,R.Mostert,SF,8,Other,59,41,8,1.0,,,,
2723,R.Mostert,SF,9,Other,-2,-2,1,0.0,,,,
2724,R.Mostert,SF,10,Other,28,8,6,0.0,14.0,0.0,2.0,2.0
2725,R.Mostert,SF,11,Other,13,6,6,0.0,28.0,0.0,4.0,6.0
2726,R.Mostert,SF,12,Other,30,15,5,0.0,44.0,0.0,2.0,6.0
2727,R.Mostert,SF,12,Red Zone,15,15,1,1.0,,,,
2728,R.Mostert,SF,13,Other,146,40,19,1.0,6.0,0.0,2.0,2.0
2729,R.Mostert,SF,14,Other,56,19,8,0.0,80.0,2.0,4.0,4.0
2730,R.Mostert,SF,14,Red Zone,13,10,2,1.0,,,,
2731,R.Mostert,SF,15,Inside the 5,2,2,1,1.0,,,,
2732,R.Mostert,SF,15,Other,46,8,12,0.0,10.0,0.0,2.0,4.0
2733,R.Mostert,SF,15,Red Zone,6,6,1,0.0,,,,
2734,R.Mostert,SF,16,Other,37,13,10,0.0,0.0,0.0,0.0,2.0
2735,R.Mostert,SF,16,Red Zone,16,16,1,1.0,,,,
2736,R.Mostert,SF,17,Inside the 5,1,2,2,1.0,,,,
2737,R.Mostert,SF,17,Other,43,17,7,0.0,32.0,0.0,2.0,2.0
2738,R.Mostert,SF,17,Red Zone,13,13,1,1.0,0.0,0.0,0.0,2.0
2739,R.Nall,CHI,17,Other,8,7,2,0.0,,,,
2740,R.Penny,SEA,1,Other,18,5,6,0.0,,,,
2741,R.Penny,SEA,2,Other,62,37,10,1.0,6.0,0.0,2.0,2.0
2742,R.Penny,SEA,5,Other,16,8,5,0.0,62.0,0.0,4.0,4.0
2743,R.Penny,SEA,5,Red Zone,2,2,1,0.0,,,,
2744,R.Penny,SEA,8,Inside the 5,3,3,1,0.0,,,,
2745,R.Penny,SEA,8,Other,40,17,6,0.0,,,,
2746,R.Penny,SEA,8,Red Zone,12,12,1,0.0,,,,
2747,R.Penny,SEA,9,Other,12,6,4,0.0,0.0,0.0,0.0,2.0
2748,R.Penny,SEA,10,Other,2,2,2,0.0,,,,
2749,R.Penny,SEA,12,Other,127,58,13,1.0,0.0,0.0,0.0,2.0
2750,R.Penny,SEA,12,Red Zone,2,2,1,0.0,,,,
2751,R.Penny,SEA,13,Inside the 5,5,4,2,1.0,,,,
2752,R.Penny,SEA,13,Other,64,13,11,0.0,40.0,0.0,6.0,6.0
2753,R.Penny,SEA,13,Red Zone,5,3,2,0.0,26.0,2.0,2.0,4.0
2754,R.Tannehill,TEN,6,Red Zone,6,6,1,0.0,,,,
2755,R.Tannehill,TEN,7,Other,8,6,4,0.0,,,,
2756,R.Tannehill,TEN,8,Other,-1,1,2,0.0,,,,
2757,R.Tannehill,TEN,9,Other,28,25,3,0.0,,,,
2758,R.Tannehill,TEN,9,Red Zone,10,10,1,1.0,,,,
2759,R.Tannehill,TEN,10,Inside the 5,2,2,1,0.0,,,,
2760,R.Tannehill,TEN,10,Other,37,18,3,0.0,,,,
2761,R.Tannehill,TEN,12,Inside the 5,3,3,1,1.0,,,,
2762,R.Tannehill,TEN,12,Other,41,21,2,1.0,,,,
2763,R.Tannehill,TEN,13,Other,8,8,1,0.0,,,,
2764,R.Tannehill,TEN,14,Other,20,10,3,0.0,,,,
2765,R.Tannehill,TEN,15,Inside the 5,1,1,1,1.0,,,,
2766,R.Tannehill,TEN,15,Other,10,10,1,0.0,,,,
2767,R.Tannehill,TEN,16,Other,8,8,1,0.0,,,,
2768,R.Tannehill,TEN,17,Other,22,19,2,0.0,,,,
2769,R.Wilson,SEA,1,Other,10,5,2,0.0,,,,
2770,R.Wilson,SEA,2,Other,25,15,3,0.0,,,,
2771,R.Wilson,SEA,3,Inside the 5,2,2,1,1.0,,,,
2772,R.Wilson,SEA,3,Other,41,18,5,0.0,,,,
2773,R.Wilson,SEA,3,Red Zone,8,8,1,1.0,,,,
2774,R.Wilson,SEA,4,Other,5,5,1,0.0,,,,
2775,R.Wilson,SEA,4,Red Zone,2,2,1,0.0,,,,
2776,R.Wilson,SEA,5,Other,33,12,5,0.0,,,,
2777,R.Wilson,SEA,5,Red Zone,1,1,1,0.0,,,,
2778,R.Wilson,SEA,6,Inside the 5,2,2,1,0.0,,,,
2779,R.Wilson,SEA,6,Other,22,11,4,0.0,,,,
2780,R.Wilson,SEA,6,Red Zone,9,16,2,1.0,,,,
2781,R.Wilson,SEA,7,Other,20,11,2,0.0,,,,
2782,R.Wilson,SEA,7,Red Zone,7,7,1,0.0,,,,
2783,R.Wilson,SEA,8,Other,6,5,2,0.0,,,,
2784,R.Wilson,SEA,9,Other,21,21,1,0.0,,,,
2785,R.Wilson,SEA,10,Other,39,18,5,0.0,,,,
2786,R.Wilson,SEA,10,Red Zone,14,14,1,0.0,,,,
2787,R.Wilson,SEA,12,Other,16,16,2,0.0,,,,
2788,R.Wilson,SEA,13,Other,14,7,3,0.0,,,,
2789,R.Wilson,SEA,14,Other,21,17,4,0.0,,,,
2790,R.Wilson,SEA,14,Red Zone,7,7,1,0.0,,,,
2791,R.Wilson,SEA,15,Other,1,1,1,0.0,,,,
2792,R.Wilson,SEA,16,Other,2,6,2,0.0,,,,
2793,R.Wilson,SEA,17,Other,27,5,7,0.0,,,,
2794,R.Wilson,SEA,17,Red Zone,2,2,1,0.0,,,,
2795,R.Woods,LA,1,Other,16,20,2,0.0,118.0,0.0,14.0,24.0
2796,R.Woods,LA,2,Other,9,9,1,0.0,66.0,0.0,4.0,4.0
2797,R.Woods,LA,3,Other,1,1,1,0.0,80.0,0.0,6.0,16.0
2798,R.Woods,LA,3,Red Zone,17,17,1,0.0,,,,
2799,R.Woods,LA,6,Other,8,8,1,0.0,0.0,0.0,0.0,8.0
2800,R.Woods,LA,6,Red Zone,8,8,1,1.0,,,,
2801,R.Woods,LA,7,Other,6,6,1,0.0,132.0,0.0,8.0,12.0
2802,R.Woods,LA,8,Inside the 5,0,0,1,0.0,,,,
2803,R.Woods,LA,8,Other,6,6,3,0.0,72.0,0.0,4.0,4.0
2804,R.Woods,LA,14,Other,16,16,1,0.0,192.0,0.0,12.0,16.0
2805,R.Woods,LA,14,Red Zone,13,13,1,0.0,,,,
2806,R.Woods,LA,16,Other,6,6,2,0.0,234.0,0.0,16.0,22.0
2807,R.Woods,LA,17,Other,9,9,1,0.0,110.0,0.0,10.0,20.0
2808,Ro.Anderson,NYJ,14,Other,4,4,1,0.0,234.0,2.0,14.0,22.0
2809,S.Barkley,NYG,1,Inside the 5,-2,-2,1,0.0,,,,
2810,S.Barkley,NYG,1,Other,110,59,7,0.0,38.0,0.0,8.0,12.0
2811,S.Barkley,NYG,1,Red Zone,12,7,3,0.0,,,,
2812,S.Barkley,NYG,2,Other,103,27,16,1.0,56.0,0.0,6.0,14.0
2813,S.Barkley,NYG,2,Red Zone,4,2,2,0.0,,,,
2814,S.Barkley,NYG,3,Other,11,6,7,0.0,54.0,0.0,8.0,8.0
2815,S.Barkley,NYG,3,Red Zone,-1,-1,1,0.0,0.0,0.0,0.0,2.0
2816,S.Barkley,NYG,7,Other,65,20,17,0.0,16.0,0.0,4.0,10.0
2817,S.Barkley,NYG,7,Red Zone,7,7,1,1.0,,,,
2818,S.Barkley,NYG,8,Inside the 5,3,2,2,0.0,8.0,2.0,2.0,4.0
2819,S.Barkley,NYG,8,Other,62,13,15,0.0,148.0,0.0,12.0,14.0
2820,S.Barkley,NYG,8,Red Zone,-1,1,2,0.0,2.0,0.0,2.0,2.0
2821,S.Barkley,NYG,9,Inside the 5,-1,1,2,0.0,,,,
2822,S.Barkley,NYG,9,Other,18,8,7,0.0,130.0,0.0,10.0,14.0
2823,S.Barkley,NYG,9,Red Zone,11,7,5,0.0,4.0,0.0,2.0,2.0
2824,S.Barkley,NYG,10,Other,1,3,13,0.0,60.0,0.0,10.0,10.0
2825,S.Barkley,NYG,12,Inside the 5,0,0,1,0.0,,,,
2826,S.Barkley,NYG,12,Other,56,22,14,0.0,2.0,0.0,4.0,6.0
2827,S.Barkley,NYG,12,Red Zone,3,2,2,0.0,,,,
2828,S.Barkley,NYG,13,Other,82,16,18,0.0,64.0,0.0,6.0,12.0
2829,S.Barkley,NYG,13,Red Zone,1,1,1,0.0,0.0,0.0,0.0,2.0
2830,S.Barkley,NYG,14,Other,62,11,16,0.0,2.0,0.0,6.0,8.0
2831,S.Barkley,NYG,14,Red Zone,4,4,1,0.0,,,,
2832,S.Barkley,NYG,15,Inside the 5,1,1,1,1.0,,,,
2833,S.Barkley,NYG,15,Other,88,12,20,0.0,62.0,0.0,8.0,10.0
2834,S.Barkley,NYG,15,Red Zone,23,10,3,1.0,,,,
2835,S.Barkley,NYG,16,Inside the 5,-1,-1,1,0.0,,,,
2836,S.Barkley,NYG,16,Other,172,67,19,1.0,180.0,2.0,8.0,8.0
2837,S.Barkley,NYG,16,Red Zone,18,12,2,0.0,,,,
